date,ACD,ADE,AED,AGC,AN1,ATJ,BCK,BHF,BTE,BVD,BVV,CKL,CPT,DBP,DFC,DGF,DHT,DID,DRT,DTM,DTZ,DVT,DYN,EBD,ECA,EDN,EDU,EGR,EIB,EML,ETN,EVM,FD1,FDG,FID,FLY,FNO,GAH,GBV,GMA,GPB,GPG,GPI,GPT,GPU,GVA,GZG,GZH,GZL,GZY,GZZ,HDD,HIZ,HJB,HKG,HOA,HPD,HPO,HSA,HTJ,HVU,IAE,IBB,ICC,ICD,ICH,IDY,IED,IEV,IJA,IJC,IJZ,IPB,IRT,IVY,IYB,JET,KIA,KIB,KOD,KRF,KUB,MAD,MBL,MD1,MD2,MET,MTD,MTV,MTX,NKP,NRC,NTI,NZH,OBP,ODG,OKD,OPB,OPF,OPL,OTM,PBR,PGD,PID,PPZ,RD1,RGD,RIK,RKC,RPC,RPD,RPM,RTD,RTG,RUT,SD1,SGK,SGT,SHE,SOS,SPR,SSK,SUA,SUB,SVB,TAR,TE3,TE4,TGA,TGR,TI3,TI4,TI7,TMC,TND,TPV,URA,VCY,YDP,YIT,YJH,YLC,YLO,YPC,YSH,YSU,YTV,YZC,YZH,YZT,ZBD,ZDD,ZDZ,ZFB,ZIH,ZMY
2021-08-19,0.460116,0.205809,11.324676,1.499309,9.422259,1.413397,,,,,,,,0.048145,,,,,,,,,,0.030775,0.17119,,,,0.084457,,,,,,0.129952,,0.02828,1.770584,,0.217302,2.49682,1.783256,2.531912,,2.604326,,0.0,0.914458,0.0,0.0,0.0,,,0.0,,0.026627,0.034933,0.030311,158.003099,,,,1.821272,0.143746,21.856971,,0.033616,,,0.0,1.023797,1.046956,0.048374,,,0.820632,,,,,1.893232,0.097219,0.121885,0.071004,,,,,,,,,,1.095621,0.032704,,0.052518,1.739305,,1.107369,,,,,1.175032,,,,,,1.110066,,,,,,,,,,,,0.07935,0.044165,,,6.308025,1.093342,0.040297,0.886998,0.010203,0.009809,11.395258,0.030077,,2.37354,,,,,,,,,,0.023824,,,0.841651,,104.201783,1.247072,1.279151,0.0,,
2021-08-20,0.458035,0.205901,11.320155,1.504192,9.396035,1.409149,,,,,,,,0.04814,,,,,,,,,,0.030738,0.170423,,,,0.084531,,,,,,0.12956,,0.02827,1.771799,,0.216575,2.498314,1.77904,2.533836,,2.603769,,0.0,0.906869,0.0,0.0,0.0,,,0.0,,0.026741,0.034858,0.030289,156.740141,,,,1.821325,0.143391,21.868563,,0.033622,,,0.0,1.021355,1.044729,0.048253,,,0.825467,,,,,1.891435,0.097023,0.122194,0.071032,,,,,,,,,,1.096295,0.032794,,0.052546,1.74163,,1.108218,,,,,1.175624,,,,,,1.113814,,,,,,,,,,,,0.079223,0.043971,,,6.310148,1.092329,0.040254,0.880925,0.010131,0.009814,11.399233,0.030067,,2.375197,,,,,,,,,,0.0238,,,0.831164,,104.36584,1.249539,1.281138,0.0,,
2021-08-23,0.461425,0.206183,11.296038,1.504923,9.411918,1.417816,,,,,,,,0.048222,,,,,,,,,,0.030786,0.170867,,,,0.084556,,,,,,0.12921,,0.028338,1.773512,,0.216039,2.499977,1.783529,2.536683,,2.60833,,0.0,0.917485,0.0,0.0,0.0,,,0.0,,0.026926,0.034941,0.030311,156.608576,,,,1.823698,0.143658,21.896587,,0.033644,,,0.0,1.036154,1.053293,0.048081,,,0.828105,,,,,1.896131,0.097422,0.122019,0.071059,,,,,,,,,,1.098185,0.032895,,0.052515,1.742558,,1.108279,,,,,1.177424,,,,,,1.121706,,,,,,,,,,,,0.079376,0.044033,,,6.31472,1.093772,0.040061,0.882423,0.010129,0.009826,11.409135,0.030073,,2.371863,,,,,,,,,,0.023793,,,0.834613,,104.908722,1.253112,1.291186,0.0,,
2021-08-24,0.462663,0.206276,11.386751,1.499243,9.454183,1.416406,,,,,,,,0.048241,,,,,,,,,,0.030862,0.172083,,,,0.084542,,,,,,0.129992,,0.028347,1.77488,,0.216929,2.503184,1.787551,2.538083,,2.612991,,0.0,0.928659,0.0,0.0,0.0,,,0.0,,0.026994,0.035033,0.030308,158.10965,,,,1.828835,0.144117,21.903189,,0.033647,,,0.0,1.052863,1.056539,0.048455,,,0.833102,,,,,1.899211,0.097252,0.122248,0.071146,,,,,,,,,,1.098783,0.033014,,0.052652,1.745572,,1.108849,,,,,1.178024,,,,,,1.129016,,,,,,,,,,,,0.079473,0.044165,,,6.315769,1.094751,0.040239,0.895834,0.010309,0.009835,11.434048,0.03011,,2.374409,,,,,,,,,,0.023823,,,0.847469,,106.16646,1.259004,1.312359,0.0,,
2021-08-25,0.464804,0.206373,11.402744,1.495086,9.466029,1.41565,,,,,,,,0.048262,,,,,,,,,,0.030889,0.172469,,,,0.084591,,,,,,0.130523,,0.028329,1.77619,,0.217299,2.503413,1.792583,2.539565,,2.615795,,0.0,0.931493,0.0,0.0,0.0,,,0.0,,0.026983,0.035035,0.030346,158.092126,,,,1.831691,0.144473,21.912321,,0.033681,,,0.997581,1.059282,1.070404,0.048939,,,0.834026,,,,,1.900308,0.097185,0.122224,0.071175,,,,,,,,,,1.09963,0.033105,,0.052879,1.745007,,1.109313,,,,,1.178622,,,,,,1.136548,,,,,,,,,,,,0.079509,0.044242,,,6.321091,1.096662,0.040189,0.921838,0.010278,0.009839,11.449413,0.030146,,2.375318,,,,,,,,,,0.023879,,,0.848003,,106.801206,1.262719,1.322873,0.0,,
2021-08-26,0.462459,0.206467,11.330183,1.491162,9.452721,1.415972,,,,,,,,0.048225,,,,,,,,,,0.030847,0.171603,,,,0.084636,,,,,,0.129493,,0.028298,1.775838,,0.216292,2.504812,1.792617,2.540181,,2.615951,,0.0,0.931522,0.0,0.0,0.0,,,0.0,,0.026933,0.035001,0.030354,157.597564,,,,1.82429,0.143996,21.921272,,0.033682,,,0.994382,1.05853,1.076238,0.048694,,,0.833588,,,,,1.88509,0.097025,0.12219,0.071204,,,,,,,,,,1.100171,0.033233,,0.052692,1.74226,,1.105354,,,,,1.179224,,,,,,1.140777,,,,,,,,,,,,0.079509,0.044145,,,6.324383,1.095798,0.039937,0.921079,0.010207,0.009834,11.422486,0.030089,,2.361007,,,,,,,,,,0.023909,,,0.844295,,106.992059,1.265723,1.325024,0.0,,
2021-08-27,0.462842,0.20656,11.292982,1.490197,9.416005,1.408816,,,,,,,,0.048191,,,,,,,,,,0.030812,0.171445,,,,0.084566,,,,,,0.128809,,0.02824,1.774064,,0.215913,2.502922,1.790833,2.537191,,2.609113,,0.0,0.924813,0.0,0.0,0.0,,,0.0,,0.026833,0.034918,0.030365,157.146196,,,,1.819551,0.143776,21.930119,,0.033648,,,0.991448,1.052893,1.079582,0.048921,,,0.832208,,,,,1.882494,0.096765,0.122552,0.071232,,,,,,,,,,1.100901,0.033178,,0.052659,1.740532,,1.105086,,,,,1.179826,,,,,,1.136074,,,,,,,,,,,,0.079528,0.044028,,,6.322068,1.093803,0.039872,0.912086,0.010137,0.009832,11.408024,0.030112,,2.362617,,,,,,,,,,0.023909,,,0.839463,,106.54522,1.264478,1.317165,0.0,,
2021-08-31,0.464699,0.206935,11.308194,1.491603,9.462749,1.40951,,,,,,,,0.04831,,,,,,,,,,0.03092,0.172194,,,,0.0846,,,,,,0.129003,,0.028361,1.780098,,0.216543,2.510312,1.794275,2.546574,,2.624051,,0.0,0.936383,0.0,0.0,0.0,,,0.0,,0.027004,0.035122,0.030418,158.486843,,,,1.824642,0.144197,21.971777,,0.03369,,,0.994683,1.059398,1.081975,0.048716,,,0.838064,,,,,1.890694,0.097236,0.122391,0.071259,,,,,,,,,,1.103365,0.033165,,0.052688,1.74915,,1.106067,,,,,1.182224,,,,,,1.136123,,,,,,,,,,,,0.079661,0.044184,,,6.330218,1.096049,0.04013,0.912026,0.010249,0.009851,11.42813,0.030143,,2.36191,,,,,,,,,,0.023931,,,0.846159,,106.508399,1.263804,1.316396,0.0,,
2021-09-01,0.466217,0.207029,11.36042,1.486719,9.515974,1.41277,,,,,,,,0.048373,,,,,,,,,,0.031039,0.173225,,,,0.084606,,,,,,0.129894,,0.028361,1.781166,,0.216983,2.513976,1.803095,2.548799,,2.626068,,0.0,0.935182,0.0,0.0,0.0,,,0.0,,0.027089,0.035173,0.030452,159.43493,,,,1.823965,0.144527,21.977759,,0.033718,,,1.000944,1.070938,1.082619,0.048886,,,0.839199,,,,,1.885566,0.096666,0.122599,0.071377,,,,,,,,,,1.103965,0.033196,,0.052898,1.750838,,1.10591,,,,,1.182823,,,,,,1.137656,,,,,,,,,,,,0.079624,0.044459,,,6.335235,1.097943,0.040415,0.909281,0.010356,0.009853,11.42954,0.030173,,2.365071,,,,,,,,,,0.023978,,,0.866824,,106.757157,1.265171,1.319415,0.0,,
2021-09-02,0.466613,0.207123,11.389116,1.484322,9.555223,1.415695,,,,,,,,0.04841,,,,,,,,,,0.031076,0.173633,,,,0.08474,,,,,,0.130481,,0.028338,1.781088,,0.217442,2.513872,1.811035,2.547894,,2.623317,,0.0,0.935759,0.0,0.0,0.0,,,0.0,,0.027113,0.035181,0.03048,159.266001,,,,1.823474,0.144788,21.985749,,0.033729,,,1.000391,1.069954,1.081643,0.049441,,,0.841444,,,,,1.884157,0.096679,0.122861,0.071405,,,,,,,,,,1.104565,0.033213,,0.053034,1.751062,,1.107031,,,,,1.183423,,,,,,1.137693,,,,,,,,,,,,0.079634,0.044464,,,6.338859,1.097664,0.040507,0.914867,0.0103,0.009856,11.432332,0.030215,,2.373461,,,,,,,,,,0.02402,,,0.863912,,106.955033,1.267072,1.321889,0.0,,
2021-09-03,0.466921,0.207217,11.377843,1.483108,9.599776,1.41759,,,,,,,,0.048401,,,,,,,,,,0.03108,0.173842,,,,0.084727,,,,,,0.130968,,0.02832,1.782929,,0.217547,2.516772,1.812861,2.550432,,2.627698,,0.0,0.941181,0.0,0.0,0.0,,,0.0,,0.027054,0.035183,0.030498,159.430087,,,,1.824488,0.144963,21.995266,,0.033742,,,1.001995,1.068729,1.083232,0.049525,,,0.842793,,,,,1.886008,0.09653,0.122788,0.071434,,,,,,,,,,1.105213,0.033246,,0.05298,1.752046,,1.106485,,,,,1.184011,,,,,,1.138482,,,,,,,,,,,,0.079725,0.04453,,,6.341257,1.098353,0.040615,0.91629,0.010389,0.00986,11.437381,0.030221,,2.386419,,,,,,,,,,0.024047,,,0.867937,,107.093207,1.268475,1.325048,0.994418,,
2021-09-06,0.464992,0.207502,11.362843,1.488531,9.573286,1.416337,,,,,,,,0.048427,,,,,,,,,,0.031061,0.173389,,,,0.084887,,,,,,0.130542,,0.028353,1.784479,,0.216916,2.51717,1.816011,2.551524,,2.627708,,0.0,0.939652,0.0,0.0,0.0,,,0.0,,0.027155,0.035188,0.030529,158.669542,,,,1.825863,0.144811,22.025479,,0.033801,,,0.99921,1.075089,1.092285,0.049452,,,0.845445,,,,,1.885536,0.096955,0.122753,0.07146,,,,,,,,,,1.107123,0.03328,,0.052895,1.752772,,1.107664,,,,,1.185812,,,,,,1.138799,,,,,,,,,,,,0.079712,0.044437,,,6.352304,1.099548,0.040399,0.914582,0.010316,0.009872,11.448513,0.030251,,2.382308,,,,,,,,,,0.02408,,,0.863111,,107.332178,1.270984,1.326731,0.991025,,
2021-09-07,0.466107,0.207597,11.396309,1.48635,9.616556,1.425,,,,,,,,0.048462,,,,,,,,,,0.031129,0.173866,,,,0.084875,,,,,,0.130885,,0.028346,1.787198,,0.217514,2.52235,1.821164,2.556284,,2.634695,,0.0,0.938344,0.0,0.0,0.0,,,0.0,,0.027132,0.035245,0.030534,159.622723,,,,1.827078,0.14512,22.032695,,0.033813,,,1.002057,1.07871,1.095197,0.049402,,,0.84575,,,,,1.886037,0.096822,0.122654,0.071548,,,,,,,,,,1.107782,0.033299,,0.053057,1.754971,,1.10905,,,,,1.186415,,,,,,1.141224,,,,,,,,,,,,0.079708,0.044527,,,6.354759,1.100587,0.040603,0.91773,0.010388,0.009877,11.454326,0.030277,,2.388654,,,,,,,,,,0.02407,,,0.871339,,107.439675,1.272172,1.327995,0.993031,,
2021-09-08,0.462193,0.207691,11.342403,1.491054,9.557295,1.425513,,,,,,,,0.048395,,,,,,,,,,0.031033,0.172733,,,,0.084999,,,,,,0.12994,,0.028336,1.783978,,0.216823,2.517563,1.816836,2.550806,,2.624169,,0.0,0.936111,0.0,0.0,0.0,,,0.0,,0.027238,0.035165,0.030561,158.483168,,,,1.818752,0.14457,22.041134,,0.033818,,,0.997262,1.081707,1.094565,0.049173,,,0.844605,,,,,1.880054,0.096838,0.12272,0.071577,,,,,,,,,,1.10839,0.033293,,0.053041,1.750378,,1.109346,,,,,1.187016,,,,,,1.135648,,,,,,,,,,,,0.079687,0.044338,,,6.358261,1.098352,0.040166,0.922589,0.010247,0.009872,11.427321,0.03026,,2.391086,,,,,,,,,,0.024081,,,0.856082,,107.109316,1.271506,1.322428,0.98106,,
2021-09-09,0.460183,0.207786,11.27763,1.506147,9.503252,1.42736,,,,,,,,0.048398,,,,,,,,,,0.03094,0.171268,,,,0.085053,,,,,,0.129243,,0.028455,1.780676,,0.214857,2.512716,1.80733,2.545277,,2.61468,,0.0,0.933246,0.0,0.0,0.0,,,0.0,,0.027344,0.03514,0.030568,156.814889,,,,1.821751,0.144049,22.053727,,0.03384,,,0.997947,1.082668,1.093466,0.049137,,,0.84324,,,,,1.882063,0.097756,0.122997,0.071606,,,,,,,,,,1.108993,0.033336,,0.053072,1.74466,,1.109538,,,,,1.187616,,,,,,1.132161,,,,,,,,,,,,0.079716,0.044202,,,6.361815,1.09733,0.039698,0.92355,0.010063,0.009881,11.447233,0.030268,,2.392638,,,,,,,,,,0.024087,,,0.832394,,106.789372,1.270093,1.316865,0.971475,,
2021-09-10,0.463304,0.207879,11.362669,1.515012,9.555796,1.434722,,,,,,,,0.048578,,,,,,,,,,0.031077,0.172335,,,,0.084993,,,,,,0.130559,,0.028585,1.783018,,0.216267,2.516221,1.815849,2.550023,,2.622318,,0.0,0.941765,0.0,0.0,0.0,,,0.0,,0.027374,0.035338,0.030567,158.237763,,,,1.832017,0.14474,22.069644,,0.033866,,,1.005892,1.085346,1.101501,0.049216,,,0.844846,,,,,1.892345,0.098425,0.123103,0.071634,,,,,,,,,,1.109658,0.033374,,0.053361,1.75566,,1.11335,,,,,1.188218,,,,,,1.133286,,,,,,,,,,,,0.079934,0.044268,,,6.363414,1.100028,0.040101,0.936353,0.010134,0.009896,11.485776,0.030317,,2.396727,,,,,,,,,,0.02407,,,0.84409,,107.32255,1.270962,1.32547,0.981816,,
2021-09-13,0.461615,0.208159,11.326521,1.50738,9.531752,1.431383,,,,,,,,0.048504,,,,,,,,,,0.031052,0.17146,,,,0.085184,,,,,,0.129511,,0.028524,1.782086,,0.215966,2.518212,1.809087,2.549979,,2.617663,,0.0,0.930443,0.0,0.0,0.0,,,0.0,,0.027145,0.035188,0.030629,158.234467,,,,1.82409,0.144147,22.093008,,0.033888,,,1.001294,1.085831,1.09618,0.049279,,,0.845219,,,,,1.884283,0.09765,0.12312,0.071661,,,,,,,,,,1.111497,0.033544,,0.053378,1.750905,,1.110765,,,,,1.190033,,,,,,1.134785,,,,,,,,,,,,0.079839,0.044214,,,6.371411,1.098696,0.039977,0.925365,0.010046,0.009897,11.460425,0.030272,,2.386995,,,,,,,,,,0.024169,,,0.830769,,107.27317,1.273776,1.321537,0.98259,,
2021-09-14,0.461172,0.208254,11.326071,1.510853,9.539364,1.432838,,,,,,,,0.04852,,,,,,,,,,0.031066,0.171491,,,,0.085278,,,,,,0.130033,,0.028562,1.784513,,0.216145,2.519905,1.813641,2.552582,,2.622015,,0.0,0.939069,0.0,0.0,0.0,,,0.0,,0.027201,0.035266,0.030652,158.137941,,,,1.824487,0.144134,22.103637,,0.033871,,,1.001838,1.084534,1.083292,0.049252,,,0.847091,,,,,1.890641,0.097719,0.123318,0.07175,,,,,,,,,,1.11211,0.033652,,0.053587,1.753665,,1.111837,,,,,1.190639,,,,,,1.161739,,,,,,,,,,,,0.07986,0.04416,,,6.371063,1.09721,0.040061,0.933972,0.010033,0.009902,11.461432,0.030287,,2.387089,,,,,,,,,,0.024182,,,0.827777,,107.546172,1.275428,1.323974,0.977392,,
2021-09-15,0.461648,0.208349,11.355557,1.511148,9.577521,1.427115,,,,,,,,0.048518,,,,,,,,,,0.031122,0.171954,,,,0.08538,,,,,,0.129878,,0.028574,1.7832,,0.216058,2.520475,1.811717,2.550708,,2.617978,,0.994068,0.934662,0.0,0.0,0.0,,,0.0,,0.027163,0.035232,0.030665,159.30036,,,,1.824515,0.144225,22.114859,,0.033883,,,1.003596,1.091084,1.08392,0.04935,,,0.847258,,,,,1.891092,0.097769,0.123232,0.071779,,,,,,,,,,1.112712,0.033678,,0.053667,1.753763,,1.112636,,,,,1.191246,,,,,,1.162084,,,,,,,,,,,,0.079865,0.044195,,,6.37436,1.096683,0.040164,0.934275,0.009972,0.009906,11.465034,0.030336,,2.382724,,,,,,,,,,0.024206,,,0.832479,,107.594441,1.277092,1.32403,0.971937,,
2021-09-16,0.461236,0.208444,11.349227,1.512279,9.591899,1.429184,,,,,,,,0.048499,,,,,,,,,,0.031071,0.171641,,,,0.085403,,,,,,0.129408,,0.028583,1.785296,,0.216251,2.521625,1.808468,2.55336,,2.620961,,0.995703,0.935073,0.0,0.0,0.0,,,0.0,,0.027268,0.035177,0.030704,159.2853,,,,1.818769,0.143907,22.128379,,0.033862,,,1.005398,1.081311,1.076501,0.049058,,,0.849772,,,,,1.892242,0.097598,0.123094,0.071808,,,,,,,,,,1.113309,0.033707,,0.053651,1.754807,,1.113143,,,,,1.19185,,,,,,1.163478,,,,,,,,,,,,0.079842,0.04416,,,6.373524,1.094144,0.040303,0.92798,0.009884,0.009903,11.443195,0.030326,,2.388738,,,,,0.0,,,,,0.024216,,,0.823619,,107.691603,1.278475,1.323916,0.980365,,
2021-09-17,0.461293,0.208538,11.358037,1.513306,9.580552,1.432524,,,,,,,,0.048494,,,,,,,,,,0.031049,0.171735,,,,0.085407,,,,,,0.12888,,0.028548,1.785645,,0.215816,2.521635,1.80936,2.552723,,2.617105,,0.99709,0.932097,0.0,0.0,0.0,,,0.0,,0.027297,0.035075,0.030722,158.76682,,,,1.812138,0.143873,22.145611,,0.033827,,,1.007126,1.086195,1.08147,0.048967,,,0.848619,,,,,1.889202,0.097942,0.123396,0.071837,,,,,,,,,,1.114013,0.033713,,0.053623,1.752522,,1.116333,,,,,1.192453,,,,,,1.162107,,,,,,,,,,,,0.079805,0.044111,,,6.371253,1.090467,0.040351,0.935436,0.009842,0.009898,11.421143,0.030366,,2.383758,,,,,0.0,,,,,0.024239,,,0.823582,,107.864812,1.279998,1.325512,0.988586,,
2021-09-20,0.464264,0.208822,11.384508,1.532572,9.575128,1.43714,,,,,,,,0.048734,,,,,,,,,,0.031112,0.172209,,,,0.085552,,,,,,0.129664,,0.028714,1.787894,,0.215864,2.524337,1.808731,2.556083,,2.620507,,1.010167,0.946813,0.0,0.0,0.0,,,0.0,,0.027351,0.03517,0.03076,158.925186,,,,1.822782,0.144103,22.18291,,0.033883,,,1.012032,1.107468,1.101096,0.049349,,,0.849784,,,,,1.9046,0.099382,0.123624,0.071863,,,,,,,,,,1.115917,0.033748,,0.053583,1.75537,,1.121835,,,,,1.194262,,,,,,1.162285,,,,,,,,,,,,0.080041,0.04418,,,6.380803,1.092418,0.040531,0.952398,0.009812,0.009921,11.470139,0.030486,,2.396149,,,,,0.0,,,,,0.024278,,,0.818645,,108.22397,1.282615,1.333118,0.991917,,
2021-09-21,0.460334,0.208918,11.268278,1.540703,9.535119,1.432679,,,,,,,,0.048677,,,,,,,,,,0.030943,0.171091,,,,0.085668,,,,,,0.128486,,0.028808,1.786423,0.0,0.214453,2.527966,1.796615,2.556243,,2.61799,,1.009851,0.9288,0.0,0.0,0.0,,,0.0,,0.027225,0.03503,0.030778,157.760254,,,,1.829297,0.143231,22.194496,,0.033908,,,1.007537,1.088758,1.088991,0.049,,,0.848038,,,,,1.905716,0.099215,0.12349,0.071951,,,,,,,,,,1.116507,0.033771,,0.053407,1.750066,,1.120002,,,,,1.19487,,,,,,1.162319,,,,,,,,,,,,0.07999,0.044258,,,6.385734,1.089538,0.040221,0.955797,0.009635,0.009935,11.501893,0.030467,,2.383431,,,,,0.0,,,,,0.024276,,,0.795104,,107.511391,1.282293,1.324315,0.976346,,
2021-09-22,0.459879,0.209013,11.236933,1.536888,9.559082,1.427728,,,,,,,,0.048633,,,,,,,0.0,,,0.030936,0.171335,,,,0.085593,,,,,,0.128423,,0.028776,1.785297,0.0,0.21398,2.52797,1.800025,2.555136,,2.615892,,1.010513,0.929448,0.0,0.0,0.0,,,0.0,,0.027217,0.035033,0.030777,157.616387,,,,1.823664,0.14322,22.203699,,0.033885,,,1.008289,1.08327,1.083919,0.049278,,,0.848597,,,,,1.902448,0.099021,0.123482,0.07198,,,,,,,,,,1.117133,0.033805,,0.053511,1.747438,,1.118531,,,,,1.195478,,,,,,1.16372,,,,,,,,,,,,0.079983,0.044336,,,6.384616,1.087944,0.040076,0.968704,0.009592,0.009931,11.478894,0.030509,,2.375879,,,,,0.0,,,,,0.024242,,,0.79819,,107.232452,1.281795,1.315022,0.968529,,
2021-09-23,0.464995,0.209108,11.306789,1.537442,9.613699,1.428981,,,,,,,,0.048692,,,,,,,0.0,,,0.031094,0.172499,,,,0.085648,,,,,,0.129291,,0.028821,1.788411,0.0,0.214841,2.529319,1.810791,2.559908,,2.623668,,1.010062,0.941596,0.0,0.0,0.0,,,0.0,,0.027322,0.035233,0.030792,158.865157,,,,1.83151,0.144264,22.213343,,0.033922,,,1.011549,1.089145,1.082876,0.049196,,,0.848824,,,,,1.909584,0.099422,0.123404,0.072009,,,,,,,,,,1.117736,0.033813,,0.053569,1.754456,,1.121832,,,,,1.196083,,,,,,1.164643,,,,,,,,,,,,0.08005,0.044443,,,6.38802,1.093241,0.040417,0.986558,0.009708,0.009942,11.508048,0.030537,,2.372679,,,,,0.0,,,,,0.024247,,,0.815199,,107.930425,1.28348,1.333181,0.986288,,
2021-09-24,0.463016,0.209202,11.301542,1.542189,9.594621,1.438074,,,,,,,,0.048637,,,,,,,0.0,,,0.031103,0.171623,,,,0.085828,,,,,,0.130364,,0.028891,1.790003,0.0,0.215447,2.527553,1.811638,2.559321,,2.622943,,1.019298,0.948605,0.0,0.0,0.0,,,0.0,,0.027485,0.035237,0.030818,159.557487,,,,1.826119,0.143851,22.226524,,0.033899,,,1.012124,1.113888,1.099986,0.050173,,,0.85144,,,,,1.898283,0.100157,0.123865,0.072038,,,,,,,,,,1.118175,0.033891,,0.054216,1.753679,,1.125846,,,,,1.196688,,,,,,1.168064,,,,,,,,,,,,0.080281,0.04458,,,6.388078,1.087916,0.04043,1.004263,0.009685,0.009938,11.498837,0.030582,,2.386536,,,,,0.0,,,,,0.024293,,,0.795063,,107.831082,1.284557,1.32648,1.005017,,
2021-09-27,0.459955,0.209474,11.236571,1.591042,9.55061,1.451947,,,,,,,,0.04863,,,,,,,0.0,,,0.030999,0.170504,,,,0.085892,,,,,,0.130327,,0.029073,1.795421,0.0,0.215586,2.53508,1.812044,2.569049,,2.637954,,1.026789,0.954219,0.0,0.0,0.0,,,0.0,,0.02776,0.035384,0.030891,159.665745,,,,1.839193,0.143221,22.258643,,0.033987,,,1.010882,1.133397,1.118049,0.050731,,,0.847952,,,,,1.907424,0.101797,0.12386,0.072063,,,,,,,,,,1.120117,0.033792,,0.054449,1.755092,,1.128586,,,,,1.19846,,,,,,1.166874,,,,,,,,,,,,0.080694,0.0449,,,6.399654,1.087406,0.040356,1.031592,0.009565,0.009966,11.561872,0.030635,,2.384946,,,,,0.0,,,,,0.02421,,,0.771602,,107.429155,1.284226,1.318337,1.006812,,
2021-09-28,0.462661,0.209563,11.319918,1.589383,9.572539,1.456993,,,,,,,,0.048674,,,,,,,0.0,,,0.031119,0.170995,,,,0.08588,,,,,,0.130924,,0.029081,1.797011,0.0,0.216194,2.538659,1.822276,2.572461,,2.643643,,1.018712,0.96284,0.0,0.0,0.0,,,0.0,,0.027679,0.035468,0.030919,160.339915,,,,1.848217,0.143758,22.269022,,0.034009,,,1.016762,1.126708,1.115397,0.050778,,,0.849351,,,,,1.914404,0.101789,0.123785,0.072149,,,,,,,,,,1.120732,0.033814,,0.054498,1.759712,,1.129713,,,,,1.199046,,,,,,1.170209,,,,,,,,,,,,0.080678,0.04484,,,6.402277,1.090493,0.04048,1.050741,0.00959,0.00998,11.597234,0.030652,,2.385992,,,,,0.0,,,,,0.024188,,,0.779489,,107.789707,1.285135,1.325792,1.013112,,
2021-09-29,0.461547,0.209653,11.355546,1.589145,9.576427,1.45424,,,,,,,,0.048626,,,,,,,0.0,,,0.031118,0.171093,,,,0.085977,,,,,,0.131179,,0.029032,1.796489,0.0,0.216586,2.541007,1.818458,2.571819,,2.643565,,1.007033,0.946762,0.993398,0.0,0.0,,,0.0,,0.027369,0.035362,0.030939,160.665955,,,,1.845167,0.143715,22.279847,,0.034005,,,1.01492,1.120563,1.10159,0.051154,,,0.850518,,,,,1.911786,0.101423,0.123736,0.072176,,,,,,,,,,1.121368,0.033819,,0.05468,1.756492,,1.129934,,,,,1.199654,,,,,,1.169673,,,,,,,,,,,,0.080784,0.044984,,,6.403765,1.088192,0.040347,1.046509,0.009531,0.009981,11.586996,0.030681,,2.399724,,,,,0.998991,,,,,0.024205,,,0.773967,,107.96217,1.287206,1.330367,0.996134,,
2021-09-30,0.463967,0.209743,11.395426,1.585135,9.585235,1.445638,,,,,,,,0.048604,,,,,,,0.0,,,0.031149,0.171415,,,,0.085978,,,,,,0.131466,,0.028994,1.796525,0.0,0.216295,2.538456,1.821322,2.571557,,2.643276,,1.012708,0.938371,0.997081,0.0,0.0,,,0.0,,0.027334,0.035338,0.030967,159.977871,,,,1.845084,0.144052,22.29035,,0.03402,,,1.014465,1.106319,1.09091,0.051093,,,0.850864,,,,,1.915477,0.101286,0.123791,0.072203,,,,,,,,,,1.122016,0.033825,,0.054694,1.758996,,1.131611,,,,,1.200245,,,,,,1.170796,,,,,,,,,,,,0.080845,0.04492,,,6.406359,1.089478,0.040393,1.034411,0.009633,0.009983,11.588908,0.030716,,2.399567,,,,,0.999386,,,,,0.024217,,,0.785438,,108.159157,1.287914,1.334283,0.985715,,
2021-10-01,0.467467,0.209824,11.463263,1.586525,9.62109,1.446359,,,,,,,,0.048752,,,,,,,0.0,,,0.031315,0.172374,,,,0.086035,,,,,,0.132592,,0.029066,1.798685,0.0,0.217072,2.540626,1.830269,2.574314,,2.64538,,1.011173,0.942248,0.992025,0.0,0.0,,,0.0,,0.027384,0.035459,0.030961,161.208101,,,,1.8531,0.144753,22.299803,,0.034084,,,1.023404,1.109502,1.098314,0.050983,,,0.853115,,,,,1.925564,0.101498,0.124006,0.072231,,,,,,,,,,1.12258,0.033866,,0.054843,1.769478,,1.135415,,,,,1.200833,,,,,,1.171911,,,,,,,,,,,,0.08084,0.045019,,,6.414698,1.09429,0.040772,1.021928,0.009663,0.009994,11.617331,0.030788,,2.402721,,,,,0.999786,,,,,0.024253,,,0.796989,,108.767372,1.289698,1.344113,0.990832,,
